image_name,hair
ISIC_0788721,1
ISIC_0789997,1
ISIC_0790575,1
ISIC_0791761,1
ISIC_0792589,1
ISIC_0792805,1
ISIC_0793465,1
ISIC_0793501,1
ISIC_0794216,1
ISIC_0794912,1
ISIC_0796345,1
ISIC_0796973,1
ISIC_0797473,1
ISIC_0797476,1
ISIC_0797931,1
ISIC_0800079,1
ISIC_0800628,1
ISIC_0800882,1
ISIC_0801563,1
ISIC_0801704,1
ISIC_0803154,1
ISIC_0803667,1
ISIC_0803691,1
ISIC_0803755,1
ISIC_0804420,1
ISIC_0804511,1
ISIC_0805472,1
ISIC_0805941,1
ISIC_0806138,1
ISIC_0806303,1
ISIC_0808057,1
ISIC_0808108,1
ISIC_0808309,1
ISIC_0809112,1
ISIC_0809173,1
ISIC_0809241,1
ISIC_0809467,1
ISIC_0809845,1
ISIC_0810640,1
ISIC_0811406,1
ISIC_0811783,1
ISIC_0812078,1
ISIC_0812223,1
ISIC_0812959,1
ISIC_0813156,1
ISIC_0813342,1
ISIC_0813485,1
ISIC_0813508,1
ISIC_0814097,1
ISIC_0814894,1
ISIC_0816628,1
ISIC_0816917,1
ISIC_0817140,1
ISIC_0818181,1
ISIC_0818517,1
ISIC_0818550,1
ISIC_0818621,1
ISIC_0818914,1
ISIC_0819357,1
ISIC_0819380,1
ISIC_0819729,1
ISIC_0820029,1
ISIC_0820559,1
ISIC_0820978,1
ISIC_0821104,1
ISIC_0821121,1
ISIC_0821520,1
ISIC_0822116,1
ISIC_0822656,1
ISIC_0824361,1
ISIC_0824821,1
ISIC_0825113,1
ISIC_0826813,1
ISIC_0826834,1
ISIC_0826847,1
ISIC_0826998,1
ISIC_0827854,1
ISIC_0828120,1
ISIC_0828475,1
ISIC_0828916,1
ISIC_0829433,1
ISIC_0829904,1
ISIC_0829995,1
ISIC_0830131,1
ISIC_0830876,1
ISIC_0831791,1
ISIC_0832651,1
ISIC_0832676,1
ISIC_0832987,1
ISIC_0833336,1
ISIC_0833889,1
ISIC_0834335,1
ISIC_0834745,1
ISIC_0835067,1
ISIC_0836546,1
ISIC_0836727,1
ISIC_0837618,1
ISIC_0837796,1
ISIC_0839323,1
ISIC_0840295,1
ISIC_0841234,1
ISIC_0841762,1
ISIC_0842426,1
ISIC_0842848,1
ISIC_0842999,1
ISIC_0843662,1
ISIC_0844312,1
ISIC_0844341,1
ISIC_0844854,1
ISIC_0845105,1
ISIC_0845275,1
ISIC_0845791,1
ISIC_0845897,1
ISIC_0846205,1
ISIC_0846338,1
ISIC_0846482,1
ISIC_0846837,1
ISIC_0846915,1
ISIC_0847730,1
ISIC_0848126,1
ISIC_0849028,1
ISIC_0849256,1
ISIC_0849702,1
ISIC_0850065,1
ISIC_0850099,1
ISIC_0850181,1
ISIC_0850253,1
ISIC_0850854,1
ISIC_0851556,1
ISIC_0852790,1
ISIC_0852852,1
ISIC_0852869,1
ISIC_0853121,1
ISIC_0853280,1
ISIC_0853325,1
ISIC_0853430,1
ISIC_0853576,1
ISIC_0853825,1
ISIC_0853884,1
ISIC_0854201,1
ISIC_0854335,1
ISIC_0854601,1
ISIC_0854727,1
ISIC_0855990,1
ISIC_0856633,1
ISIC_0856856,1
ISIC_0857924,1
ISIC_0857978,1
ISIC_0858513,1
ISIC_0859438,1
ISIC_0860318,1
ISIC_0860320,1
ISIC_0860384,1
ISIC_0860622,1
ISIC_0861066,1
ISIC_0861128,1
ISIC_0861322,1
ISIC_0862183,1
ISIC_0862745,1
ISIC_0862797,1
ISIC_0862930,1
ISIC_0863691,1
ISIC_0864226,1
ISIC_0864527,1
ISIC_0865443,1
ISIC_0865521,1
ISIC_0865887,1
ISIC_0867090,1
ISIC_0867357,1
ISIC_0867503,1
ISIC_0867709,1
ISIC_0868636,1
ISIC_0868876,1
ISIC_0869231,1
ISIC_0869745,1
ISIC_0870696,1
ISIC_0870751,1
ISIC_0871035,1
ISIC_0871853,1
ISIC_0872409,1
ISIC_0872420,1
ISIC_0872477,1
ISIC_0872821,1
ISIC_0872845,1
ISIC_0873044,1
ISIC_0873114,1
ISIC_0873358,1
ISIC_0873568,1
ISIC_0873571,1
ISIC_0873657,1
ISIC_0873923,1
ISIC_0874243,1
ISIC_0875528,1
ISIC_0876230,1
ISIC_0876506,1
ISIC_0876733,1
ISIC_0876992,1
ISIC_0877543,1
ISIC_0878122,1
ISIC_0878210,1
ISIC_0878530,1
ISIC_0878793,1
ISIC_0878910,1
ISIC_0879020,1
ISIC_0879097,1
ISIC_0879635,1
ISIC_0879962,1
ISIC_0880061,1
ISIC_0880095,1
ISIC_0880208,1
ISIC_0880405,1
ISIC_0881520,1
ISIC_0882617,1
ISIC_0882619,1
ISIC_0882687,1
ISIC_0882705,1
ISIC_0883408,1
ISIC_0884000,1
ISIC_0884397,1
ISIC_0884463,1
ISIC_0884576,1
ISIC_0885166,1
ISIC_0885209,1
ISIC_0885785,1
ISIC_0885962,1
ISIC_0886205,1
ISIC_0886519,1
ISIC_0886700,1
ISIC_0886727,1
ISIC_0886878,1
ISIC_0886964,1
ISIC_0887224,1
ISIC_0887488,1
ISIC_0887792,1
ISIC_0887871,1
ISIC_0888084,1
ISIC_0888799,1
ISIC_0889205,1
ISIC_0889988,1
ISIC_0890364,1
ISIC_0890639,1
ISIC_0892089,1
ISIC_0892306,1
ISIC_0892453,1
ISIC_0892926,1
ISIC_0892980,1
ISIC_0893100,1
ISIC_0893160,1
ISIC_0893399,1
ISIC_0893996,1
ISIC_0894057,1
ISIC_0894220,1
ISIC_0894381,1
ISIC_0894608,1
ISIC_0894785,1
ISIC_0895547,1
ISIC_0895906,1
ISIC_0896313,1
ISIC_0896635,1
ISIC_0897190,1
ISIC_0897459,1
ISIC_0897876,1
ISIC_0898483,1
ISIC_0899961,1
ISIC_0900216,1
ISIC_0900349,1
ISIC_0900587,1
ISIC_0901012,1
ISIC_0901213,1
ISIC_0901472,1
ISIC_0902830,1
ISIC_0903020,1
ISIC_0903330,1
ISIC_0903595,1
ISIC_0904214,1
ISIC_0904712,1
ISIC_0905455,1
ISIC_0906613,1
ISIC_0906639,1
ISIC_0906999,1
ISIC_0907214,1
ISIC_0907518,1
ISIC_0908431,1
ISIC_0908662,1
ISIC_0908770,1
ISIC_0909206,1
ISIC_0909808,1
ISIC_0911264,1
ISIC_0911448,1
ISIC_0911783,1
ISIC_0912196,1
ISIC_0912649,1
ISIC_0913811,1
ISIC_0914038,1
ISIC_0914251,1
ISIC_0914700,1
ISIC_0914812,1
ISIC_0915216,1
ISIC_0915311,1
ISIC_0915342,1
ISIC_0915750,1
ISIC_0919089,1
ISIC_0919271,1
ISIC_0920000,1
ISIC_0920064,1
ISIC_0920968,1
ISIC_0922292,1
ISIC_0922552,1
ISIC_0923157,1
ISIC_0924215,1
ISIC_0924302,1
ISIC_0924427,1
ISIC_0924701,1
ISIC_0924902,1
ISIC_0925139,1
ISIC_0925174,1
ISIC_0925310,1
ISIC_0925531,1
ISIC_0926306,1
ISIC_0927719,1
ISIC_0928581,1
ISIC_0928604,1
ISIC_0928982,1
ISIC_0929517,1
ISIC_0930417,1
ISIC_0930924,1
ISIC_0930944,1
ISIC_0930980,1
ISIC_0931218,1
ISIC_0932862,1
ISIC_0933075,1
ISIC_0933647,1
ISIC_0933821,1
ISIC_0934368,1
ISIC_0937261,1
ISIC_0937346,1
ISIC_0938864,1
ISIC_0939558,1
ISIC_0939642,1
ISIC_0940385,1
ISIC_0940561,1
ISIC_0941085,1
ISIC_0941332,1
ISIC_0941527,1
ISIC_0941656,1
ISIC_0944273,1
ISIC_0944753,1
ISIC_0944828,1
ISIC_0945332,1
ISIC_0945844,1
ISIC_0946923,1
ISIC_0946977,1
ISIC_0947409,1
ISIC_0947467,1
ISIC_0947634,1
ISIC_0949164,1
ISIC_0950828,1
ISIC_0951791,1
ISIC_0952098,1
ISIC_0953094,1
ISIC_0953317,1
ISIC_0953709,1
ISIC_0954236,1
ISIC_0954462,1
ISIC_0954841,1
ISIC_0955945,1
ISIC_0956237,1
ISIC_0956348,1
ISIC_0956523,1
ISIC_0956562,1
ISIC_0956720,1
ISIC_0956818,1
ISIC_0957034,1
ISIC_0958701,1
ISIC_0959160,1
ISIC_0959735,1
ISIC_0959863,1
ISIC_0961055,1
ISIC_0961235,1
ISIC_0962321,1
ISIC_0963211,1
ISIC_0963460,1
ISIC_0963531,1
ISIC_0965224,1
ISIC_0965885,1
ISIC_0966066,1
ISIC_0966987,1
ISIC_0967540,1
ISIC_0969139,1
ISIC_0969170,1
ISIC_0969178,1
ISIC_0970069,1
ISIC_0970616,1
ISIC_0971027,1
ISIC_0971518,1
ISIC_0973194,1
ISIC_0973856,1
ISIC_0974233,1
ISIC_0974293,1
ISIC_0975117,1
ISIC_0975393,1
ISIC_0976232,1
ISIC_0976659,1
ISIC_0977596,1
ISIC_0978259,1
ISIC_0978386,1
ISIC_0978548,1
ISIC_0978977,1
ISIC_0979974,1
ISIC_0980513,1
ISIC_0981462,1
ISIC_0981639,1
ISIC_0981661,1
ISIC_0982543,1
ISIC_0982757,1
ISIC_0982855,1
ISIC_0983294,1
ISIC_0984151,1
ISIC_0985052,1
ISIC_0985269,1
ISIC_0985298,1
ISIC_0985395,1
ISIC_0986600,1
ISIC_0986702,1
ISIC_0987176,1
ISIC_0987523,1
ISIC_0987727,1
ISIC_0987749,1
ISIC_0987757,1
ISIC_0988712,1
ISIC_0988766,1
ISIC_0990073,1
ISIC_0990403,1
ISIC_0990942,1
ISIC_0991133,1
ISIC_0991332,1
ISIC_0993929,1
ISIC_0996501,1
ISIC_0996566,1
ISIC_0999642,1
ISIC_1001320,1
ISIC_1001477,1
ISIC_1001562,1
ISIC_1001731,1
ISIC_1002979,1
ISIC_1003703,1
ISIC_1004265,1
ISIC_1005544,1
ISIC_1005597,1
ISIC_1005683,1
ISIC_1005745,1
ISIC_1006632,1
ISIC_1009958,1
ISIC_1011603,1
ISIC_1012387,1
ISIC_1013648,1
ISIC_1014701,1
ISIC_1014729,1
ISIC_1016695,1
ISIC_1017159,1
ISIC_1017377,1
ISIC_1017936,1
ISIC_1018048,1
ISIC_1018102,1
ISIC_1020569,1
ISIC_1020661,1
ISIC_1020809,1
ISIC_1020862,1
ISIC_1022653,1
ISIC_1022958,1
ISIC_1023339,1
ISIC_1023354,1
ISIC_1023685,1
ISIC_1024677,1
ISIC_1025192,1
ISIC_1025481,1
ISIC_1026757,1
ISIC_1027856,1
ISIC_1029700,1
ISIC_1030453,1
ISIC_1031178,1
ISIC_1031993,1
ISIC_1032115,1
ISIC_1033336,1
ISIC_1033406,1
ISIC_1034419,1
ISIC_1034492,1
ISIC_1035480,1
ISIC_1036491,1
ISIC_1037945,1
ISIC_1040340,1
ISIC_1041406,1
ISIC_1042111,1
ISIC_1042960,1
ISIC_1043157,1
ISIC_1043219,1
ISIC_1044344,1
ISIC_1044758,1
ISIC_1045084,1
ISIC_1045706,1
ISIC_1046786,1
ISIC_1048077,1
ISIC_1048856,1
ISIC_1048895,1
ISIC_1050000,1
ISIC_1050386,1
ISIC_1050945,1
ISIC_1051208,1
ISIC_1051448,1
ISIC_1051595,1
ISIC_1052782,1
ISIC_1054769,1
ISIC_1054883,1
ISIC_1056788,1
ISIC_1057521,1
ISIC_1060006,1
ISIC_1060932,1
ISIC_1061363,1
ISIC_1064163,1
ISIC_1065160,1
ISIC_1065699,1
ISIC_1067251,1
ISIC_1067806,1
ISIC_1068489,1
ISIC_1068686,1
ISIC_1069587,1
ISIC_1070631,1
ISIC_1070715,1
ISIC_1070864,1
ISIC_1070883,1
ISIC_1071355,1
ISIC_1071458,1
ISIC_1071617,1
ISIC_1072321,1
ISIC_1072531,1
ISIC_1073233,1
ISIC_1073245,1
